GameFlag(0) GF_Unused_EVT_00
GameFlag(1126) GF_OMO04_Item_CoinD
GameFlag(1127) GF_OMO04_Item_CoinE
GameFlag(1128) GF_OMO04_Item_CoinF
GameFlag(1129) GF_OMO04_Item_CoinG
GameFlag(1130) GF_OMO04_Item_CoinH
GameFlag(1131) GF_Unused_OMO_21
GameFlag(1132) GF_OMO04_Item_StarPieceA
GameFlag(1133) GF_OMO04_Item_StarPieceB
GameFlag(1134) GF_OMO05_ItemBlock_CoinA
GameFlag(1135) GF_OMO05_ItemBlock_CoinB
GameFlag(1136) GF_OMO05_HiddenItem_DizzyDial
GameFlag(1137) GF_OMO05_HiddenItem_SuperSoda
GameFlag(1138) GF_OMO06_Chest_Mailbag
GameFlag(1139) GF_OMO06_HiddenItem_ThunderRage
GameFlag(1140) GF_OMO07_SpawnedPeachChoice2
GameFlag(1141) GF_OMO07_ItemBlock_Coin
GameFlag(1142) GF_OMO07_Chest_FryingPan
GameFlag(1143) GF_OMO07_Chest_DefendPlusA
GameFlag(1144) GF_OMO07_Chest_IcePower
GameFlag(1145) GF_OMO08_HiddenItem_FireFlower
GameFlag(1146) GF_OMO09_SpawnedPeachChoice3
GameFlag(1147) GF_OMO09_Chest_Dictionary
GameFlag(1148) GF_OMO09_Defeated_MysteryNoteThief
GameFlag(1149) GF_OMO09_Item_MysteryNote
GameFlag(1150) GF_OMO09_Item_CoinA
GameFlag(1151) GF_OMO09_Item_CoinB
GameFlag(1152) GF_OMO09_Item_CoinC
GameFlag(1153) GF_OMO09_Item_CoinD
GameFlag(1154) GF_OMO09_Item_CoinE
GameFlag(1155) GF_OMO09_Item_CoinF
GameFlag(1156) GF_Unused_OMO_3A
GameFlag(1157) GF_Unused_OMO_3B
GameFlag(1158) GF_Unused_OMO_3C
GameFlag(1159) GF_Unused_OMO_3D
GameFlag(1160) GF_OMO09_Item_CoinG
GameFlag(1161) GF_OMO09_Item_CoinH
GameFlag(1162) GF_Unused_OMO_40
GameFlag(1163) GF_Unused_OMO_41
GameFlag(1164) GF_Unused_OMO_42
GameFlag(1165) GF_OMO09_Item_CoinI
GameFlag(1166) GF_OMO09_Item_CoinJ
GameFlag(1167) GF_Unused_OMO_45
GameFlag(1168) GF_Unused_OMO_46
GameFlag(1169) GF_Unused_OMO_47
GameFlag(1170) GF_OMO09_Item_CoinK
GameFlag(1171) GF_OMO09_Item_CoinL
GameFlag(1172) GF_Unused_OMO_4A
GameFlag(1173) GF_Unused_OMO_4B
GameFlag(1174) GF_OMO09_Item_StarPiece
GameFlag(1175) GF_OMO09_MultiCoinBrick
GameFlag(1176) GF_OMO10_HiddenItem_SuperShroom
GameFlag(1177) GF_OMO11_MultiCoinBrick
GameFlag(1178) GF_OMO11_HiddenBadge_DeepFocus2
GameFlag(1179) GF_OMO11_ItemBlock_CoinA
GameFlag(1180) GF_OMO11_ItemBlock_CoinB
GameFlag(1181) GF_OMO11_HiddenItem_VoltShroom
GameFlag(1182) GF_OMO11_HiddenItem_SnowmanDoll
GameFlag(1183) GF_OMO13_Chest_PowerPlusB
GameFlag(1184) GF_OMO13_ItemBlock_Coin
GameFlag(1185) GF_OMO13_HiddenItem_MapleSyrup
GameFlag(1186) GF_OMO17_ItemBlock_CoinA
GameFlag(1187) GF_OMO17_ItemBlock_CoinB
GameFlag(1188) GF_OMO17_ItemBlock_CoinC
GameFlag(1189) GF_OMO17_MultiCoinBrick
GameFlag(1190) GF_OMO03_HiddenPanel
GameFlag(1191) GF_OMO06_HiddenPanel
GameFlag(1192) GF_OMO08_HiddenPanel
GameFlag(1193) GF_OMO10_HiddenPanel
GameFlag(1194) GF_OMO11_SuperBlock
GameFlag(1195) GF_Unused_OMO_61
GameFlag(1196) GF_Unused_OMO_62
GameFlag(1197) GF_Unused_OMO_63
GameFlag(1198) GF_Unused_OMO_64
GameFlag(1199) GF_Unused_OMO_65
GameFlag(1200) GF_Unused_OMO_66
GameFlag(1201) GF_Unused_OMO_67
GameFlag(1202) GF_Unused_OMO_68
GameFlag(1203) GF_Unused_OMO_69
GameFlag(1204) GF_Unused_OMO_6A
GameFlag(1205) GF_Unused_OMO_6B
GameFlag(1206) GF_Unused_OMO_6C
GameFlag(1207) GF_Unused_OMO_6D
GameFlag(1208) GF_Unused_OMO_6E
GameFlag(1209) GF_Unused_OMO_6F
GameFlag(1210) GF_Unused_OMO_70
GameFlag(1211) GF_Unused_OMO_71
GameFlag(1212) GF_Unused_OMO_72
GameFlag(1213) GF_Unused_OMO_73
GameFlag(1214) GF_Unused_OMO_74
GameFlag(1215) GF_Unused_JAN_00
GameFlag(1216) GF_JAN00_Item_CoinA
GameFlag(1217) GF_JAN00_Item_CoinB
GameFlag(1218) GF_MAC01_Defeated_JrTroopa4
GameFlag(1219) GF_JAN00_Item_StopWatch
GameFlag(1220) GF_JAN01_SavedKolorado
GameFlag(1221) GF_JAN01_Item_CoinA
GameFlag(1222) GF_JAN01_Item_Letter11
GameFlag(1223) GF_JAN02_Met_VillageLeader
GameFlag(1224) GF_JAN03_AgreedToRescueChildren
GameFlag(1225) GF_JAN04_SushieTreeHitCounterA
GameFlag(1226) GF_JAN04_SushieTreeHitCounterB
GameFlag(1227) GF_JAN04_Tree2_Letter04
GameFlag(1228) GF_JAN04_Chest_VolcanoVase
GameFlag(1229) GF_JAN04_Item_StarPiece
GameFlag(1230) GF_JAN05_SavedYoshi
GameFlag(1231) GF_JAN07_SavedYoshi
GameFlag(1232) GF_JAN08_SavedYoshi
GameFlag(1233) GF_JAN10_SavedYoshi
GameFlag(1234) GF_JAN11_SavedYoshi
GameFlag(1235) GF_JAN05_CreateLogBridge
GameFlag(1236) GF_JAN06_CreateLogBridge
GameFlag(1237) GF_JAN10_CreateLogBridge
GameFlag(1238) GF_JAN05_BadgeBlock_PowerQuake
GameFlag(1239) GF_JAN05_Bush2_Coin
GameFlag(1240) GF_JAN06_Item_Coin
GameFlag(1241) GF_JAN22_Item_JamminJelly
GameFlag(1242) GF_JAN12_PullVine_Egg2
GameFlag(1243) GF_JAN14_PullVine_FireFlower
GameFlag(1244) GF_JAN14_PullVine_Mushroom
GameFlag(1245) GF_JAN18_Item_HappyHeartB
GameFlag(1246) GF_JAN01_HiddenItem_RepelGel
GameFlag(1247) GF_JAN01_HiddenItem_Mystery
GameFlag(1248) GF_Unused_JAN_21
GameFlag(1249) GF_JAN08_HiddenItem_ThunderRage
GameFlag(1250) GF_JAN12_HiddenItem_StoneCap
GameFlag(1251) GF_JAN13_HiddenItem_VoltShroom
GameFlag(1252) GF_JAN01_Tree7_StarPiece
GameFlag(1253) GF_JAN05_Tree2_Coin
GameFlag(1254) GF_JAN06_Tree1_Coin
GameFlag(1255) GF_JAN07_Tree1_Coin
GameFlag(1256) GF_JAN08_Tree2_Coin
GameFlag(1257) GF_JAN08_Tree3_Coin
GameFlag(1258) GF_JAN09_Tree2_Coin
GameFlag(1259) GF_JAN09_Tree3_FrightJar
GameFlag(1260) GF_JAN12_Tree1_Coin
GameFlag(1261) GF_JAN13_Tree1_Coin
GameFlag(1262) GF_JAN15_Tree2_Coin
GameFlag(1263) GF_JAN_30
GameFlag(1264) GF_JAN05_Bush1_Coin
GameFlag(1265) GF_JAN08_Bush1_Coin
GameFlag(1266) GF_JAN08_Bush2_Coin
GameFlag(1267) GF_JAN09_Bush1_Coin
GameFlag(1268) GF_JAN09_Bush6_Coin
GameFlag(1269) GF_JAN02_HiddenPanel
GameFlag(1270) GF_JAN15_HiddenPanel
GameFlag(1271) GF_JAN13_SolvedBlockPuzzle
GameFlag(1272) GF_JAN07_YoshiCriedForHelp
GameFlag(1273) GF_JAN15_EncounteredMiniboss
GameFlag(1274) GF_JAN22_Met_Raven
GameFlag(1275) GF_JAN03_Gift_MagicalSeed4
GameFlag(1276) GF_JAN04_Met_Bubulb
GameFlag(1277) GF_JAN01_Item_CoinB
GameFlag(1278) GF_JAN08_SuperBlock
GameFlag(1279) GF_JAN08_Item_CoinA
GameFlag(1280) GF_JAN08_Item_CoinB
GameFlag(1281) GF_JAN08_Item_CoinC
GameFlag(1282) GF_JAN10_Item_StarPiece
GameFlag(1283) GF_Unused_JAN_44
GameFlag(1284) GF_Unused_JAN_45
GameFlag(1285) GF_Unused_JAN_46
GameFlag(1286) GF_Unused_JAN_47
GameFlag(1287) GF_Unused_JAN_48
GameFlag(1288) GF_Unused_JAN_49
GameFlag(1289) GF_Unused_JAN_4A
GameFlag(1290) GF_Unused_JAN_4B
GameFlag(1291) GF_Unused_JAN_4C
GameFlag(1292) GF_Unused_JAN_4D
GameFlag(1293) GF_Unused_JAN_4E
GameFlag(1294) GF_Unused_JAN_4F
GameFlag(1295) GF_Unused_JAN_50
GameFlag(1296) GF_Unused_JAN_51
GameFlag(1297) GF_Unused_JAN_52
GameFlag(1298) GF_Unused_JAN_53
GameFlag(1299) GF_Unused_JAN_54
GameFlag(1300) GF_Unused_JAN_55
GameFlag(1301) GF_Unused_JAN_56
GameFlag(1302) GF_Unused_JAN_57
GameFlag(1303) GF_Unused_JAN_58
GameFlag(1304) GF_Unused_JAN_59
GameFlag(1305) GF_Unused_JAN_5A
GameFlag(1306) GF_Unused_JAN_5B
GameFlag(1307) GF_Unused_JAN_5C
GameFlag(1308) GF_Unused_KZN_00
GameFlag(1309) GF_KZN01_IntruderAlert
GameFlag(1310) GF_KZN18_IntruderAlert
GameFlag(1311) GF_KZN06_Visited
GameFlag(1312) GF_KZN06_HiddenItem_LifeShroom
GameFlag(1313) GF_KZN06_Hammer3Block
GameFlag(1314) GF_KZN07_Hammer3Block
GameFlag(1315) GF_KZN07_GiantChest
GameFlag(1316) GF_KZN17_Hammer3BlockA
GameFlag(1317) GF_KZN17_Hammer3BlockB
GameFlag(1318) GF_KZN17_Hammer3BlockC
GameFlag(1319) GF_KZN17_Hammer3BlockD
GameFlag(1320) GF_KZN17_Hammer3BlockE
GameFlag(1321) GF_KZN17_Hammer3BlockF
GameFlag(1322) GF_KZN17_Hammer3BlockG
GameFlag(1323) GF_Unused_KZN_0F
GameFlag(1324) GF_KZN08_Chest_DizzyStomp
GameFlag(1325) GF_KZN03_SpokeWithKolorado
GameFlag(1326) GF_Unused_KZN_12
GameFlag(1327) GF_KZN19_KoloradoDeadEnd
GameFlag(1328) GF_KZN04_SuperBlock
GameFlag(1329) GF_KZN09_SuperBlock
GameFlag(1330) GF_KZN03_Item_FireShield
GameFlag(1331) GF_KZN03_Item_POWBlock
GameFlag(1332) GF_KZN03_ItemBlock_CoinA
GameFlag(1333) GF_KZN03_ItemBlock_CoinB
GameFlag(1334) GF_KZN03_ItemBlock_CoinC
GameFlag(1335) GF_KZN03_ItemBlock_CoinD
GameFlag(1336) GF_KZN19_ItemBlock_SuperShroom
GameFlag(1337) GF_KZN19_ItemBlock_MapleSyrup
GameFlag(1338) GF_KZN09_HiddenPanel
GameFlag(1339) GF_KZN18_HiddenPanel
GameFlag(1340) GF_Unused_KZN_20
GameFlag(1341) GF_Unused_KZN_21
GameFlag(1342) GF_Unused_KZN_22
GameFlag(1343) GF_Unused_KZN_23
GameFlag(1344) GF_Unused_KZN_24
GameFlag(1345) GF_Unused_KZN_25
GameFlag(1346) GF_Unused_KZN_26
GameFlag(1347) GF_Unused_KZN_27
GameFlag(1348) GF_Unused_KZN_28
GameFlag(1349) GF_Unused_KZN_29
GameFlag(1350) GF_Unused_KZN_2A
GameFlag(1351) GF_Unused_KZN_2B
GameFlag(1352) GF_Unused_KZN_2C
GameFlag(1353) GF_Unused_KZN_2D
GameFlag(1354) GF_Unused_KZN_2E
GameFlag(1355) GF_Unused_KZN_2F
GameFlag(1356) GF_Unused_KZN_30
GameFlag(1357) GF_Unused_KZN_31
GameFlag(1358) GF_Unused_KZN_32
GameFlag(1359) GF_Unused_KZN_33
GameFlag(1360) GF_Unused_KZN_34
GameFlag(1361) GF_Unused_KZN_35
GameFlag(1362) GF_Unused_FLO_00
GameFlag(1363) GF_FLO25_GaveRedBerry
GameFlag(1364) GF_FLO08_GaveYellowBerry
GameFlag(1365) GF_FLO23_GaveBlueBerry
GameFlag(1366) GF_FLO03_Defeated_Dayzee
GameFlag(1367) GF_FLO03_Defeated_MontyMoleA
GameFlag(1368) GF_FLO03_Defeated_MontyMoleB
GameFlag(1369) GF_FLO03_Defeated_MontyMoleC
GameFlag(1370) GF_FLO03_Defeated_MontyMoleD
GameFlag(1371) GF_FLO00_PlacedFertileSoil
GameFlag(1372) GF_FLO00_PlacedMagicalBean
GameFlag(1373) GF_FLO00_Met_Tolielup
GameFlag(1374) GF_FLO07_Item_CrystalBerry
GameFlag(1375) GF_FLO10_LilyRequestedWaterStone
GameFlag(1376) GF_FLO10_ShowedLilyTheWaterStone
GameFlag(1377) GF_FLO11_Defeated_Lakitus
GameFlag(1378) GF_FLO12_Met_Rosie
GameFlag(1379) GF_FLO12_RosieRequestedSomethingBeautiful
GameFlag(1380) GF_FLO12_HeldItemPickup
GameFlag(1381) GF_FLO08_Item_StarPiece
GameFlag(1382) GF_FLO09_Item_HappyFlowerB
GameFlag(1383) GF_FLO10_Tree1_JamminJelly
GameFlag(1384) GF_FLO11_MultiCoinBrick
GameFlag(1385) GF_FLO13_Item_MegaSmash
GameFlag(1386) GF_FLO13_Item_ShootingStar
GameFlag(1387) GF_FLO14_Item_StarPiece
GameFlag(1388) GF_FLO16_Item_StarPiece
GameFlag(1389) GF_FLO17_Item_Letter09
GameFlag(1390) GF_FLO17_HiddenItem_ThunderRage
GameFlag(1391) GF_FLO19_Item_SJumpChg
GameFlag(1392) GF_FLO22_Item_FlowerSaverB
GameFlag(1393) GF_FLO24_ItemBlock_DizzyDial
GameFlag(1394) GF_FLO24_HiddenItem_MapleSyrup
GameFlag(1395) GF_FLO22_ThrewBlueBerryDownWell
GameFlag(1396) GF_FLO07_CrystalBerryFellOnLeftSide
GameFlag(1397) GF_Unused_FLO_23
GameFlag(1398) GF_Unused_FLO_24
GameFlag(1399) GF_Unused_FLO_25
GameFlag(1400) GF_Unused_FLO_26
GameFlag(1401) GF_FLO15_BombedRock
GameFlag(1402) GF_FLO08_SuperBlock
GameFlag(1403) GF_FLO16_SuperBlock
GameFlag(1404) GF_FLO03_HiddenPanel
GameFlag(1405) GF_Unused_FLO_2B
GameFlag(1406) GF_FLO24_HiddenPanel
GameFlag(1407) GF_FLO25_HiddenPanel
GameFlag(1408) GF_FLO23_HiddenItem_Coin
GameFlag(1409) GF_FLO23_HiddenItem_ShootingStar
GameFlag(1410) GF_FLO15_SunThankedPlayer
GameFlag(1411) GF_FLO03_DefeatedAll_MontyMoles
GameFlag(1412) GF_FLO14_GaveBerryToBubblePlant
GameFlag(1413) GF_Unused_FLO_33
GameFlag(1414) GF_Unused_FLO_34
GameFlag(1415) GF_Unused_FLO_35
GameFlag(1416) GF_Unused_FLO_36
GameFlag(1417) GF_Unused_FLO_37
GameFlag(1418) GF_Unused_FLO_38
GameFlag(1419) GF_Unused_FLO_39
GameFlag(1420) GF_Unused_FLO_3A
GameFlag(1421) GF_Unused_FLO_3B
GameFlag(1422) GF_Unused_FLO_3C
GameFlag(1423) GF_Unused_FLO_3D
GameFlag(1424) GF_Unused_FLO_3E
GameFlag(1425) GF_Unused_FLO_3F
GameFlag(1426) GF_Unused_FLO_40
GameFlag(1427) GF_Unused_FLO_41
GameFlag(1428) GF_Unused_FLO_42
GameFlag(1429) GF_Unused_FLO_43
GameFlag(1430) GF_Unused_FLO_44
GameFlag(1431) GF_SAM04_PlacedScarf
GameFlag(1432) GF_SAM04_PlacedBucket
GameFlag(1433) GF_SAM12_Item_StarStone
GameFlag(1434) GF_SAM01_Met_MayorsWife
GameFlag(1435) GF_SAM01_Chest_AttackFXE
GameFlag(1436) GF_SAM01_HiddenPanel
GameFlag(1437) GF_SAM01_Visited
GameFlag(1438) GF_SAM02_Item_IcedPotato
GameFlag(1439) GF_SAM02_MushroomPresents
GameFlag(1440) GF_SAM02_Item_UltraShroom
GameFlag(1441) GF_SAM02_Item_MushroomA
GameFlag(1442) GF_SAM02_Item_MushroomB
GameFlag(1443) GF_SAM02_Item_MushroomC
GameFlag(1444) GF_SAM02_Item_MushroomD
GameFlag(1445) GF_SAM04_HiddenPanel
GameFlag(1446) GF_SAM04_Item_Letter05
GameFlag(1447) GF_SAM04_Item_RepelGel
GameFlag(1448) GF_Unused_SAM_11
GameFlag(1449) GF_SAM05_Item_Letter06
GameFlag(1450) GF_SAM05_HiddenItem_StopWatch
GameFlag(1451) GF_SAM06_Merle_HeardLongerMessage
GameFlag(1452) GF_Unused_SAM_15
GameFlag(1453) GF_SAM06_FoundSidewaysStarKid
GameFlag(1454) GF_SAM07_IceBroken
GameFlag(1455) GF_SAM07_FloorRaised
GameFlag(1456) GF_SAM07_HiddenItem_UltraShroom
GameFlag(1457) GF_SAM08_SuperBlock
GameFlag(1458) GF_Unused_SAM_1B
GameFlag(1459) GF_Unused_SAM_1C
GameFlag(1460) GF_SAM09_Visited
GameFlag(1461) GF_Unused_SAM_1E
GameFlag(1462) GF_SAM10_BombedWall
GameFlag(1463) GF_SAM10_BadgeBlock_MegaJump
GameFlag(1464) GF_SAM10_Item_StarPiece
GameFlag(1465) GF_SAM11_LeftTown
GameFlag(1466) GF_SAM11_Item_WarehouseKey
GameFlag(1467) GF_SAM11_UnlockedDoor
GameFlag(1468) GF_SAM11_LeftHerringwaysHouse
GameFlag(1469) GF_Unused_SAM_26
GameFlag(1470) GF_Unused_SAM_27
GameFlag(1471) GF_Unused_SAM_28
GameFlag(1472) GF_Unused_SAM_29
GameFlag(1473) GF_Unused_SAM_2A
GameFlag(1474) GF_Unused_SAM_2B
GameFlag(1475) GF_Unused_SAM_2C
GameFlag(1476) GF_Unused_SAM_2D
GameFlag(1477) GF_Unused_SAM_2E
GameFlag(1478) GF_Unused_SAM_2F
GameFlag(1479) GF_Unused_SAM_30
GameFlag(1480) GF_Unused_SAM_31
GameFlag(1481) GF_Unused_SAM_32
GameFlag(1482) GF_Unused_SAM_33
GameFlag(1483) GF_Unused_SAM_34
GameFlag(1484) GF_Unused_SAM_35
GameFlag(1485) GF_Unused_SAM_36
GameFlag(1486) GF_Unused_SAM_37
GameFlag(1487) GF_Unused_SAM_38
GameFlag(1488) GF_Unused_SAM_39
GameFlag(1489) GF_Unused_SAM_3A
GameFlag(1490) GF_PRA_BrokeIllusion
GameFlag(1491) GF_PRA02_DoorColorToggle
GameFlag(1492) GF_PRA11_Chest_RedKey
GameFlag(1493) GF_PRA05_Chest_BlueKey
GameFlag(1494) GF_PRA02_Visited
GameFlag(1495) GF_PRA02_UnlockedRedDoor
GameFlag(1496) GF_PRA02_UnlockedBlueDoor
GameFlag(1497) GF_PRA04_BoardedFloor
GameFlag(1498) GF_PRA04_ItemBlock_SuperShroom
GameFlag(1499) GF_PRA06_Item_ShootingStar
GameFlag(1500) GF_PRA09_BombedWall
GameFlag(1501) GF_PRA12_Chest_PDownDUp
GameFlag(1502) GF_PRA13_BombedWallA
GameFlag(1503) GF_PRA13_BombedWallB
GameFlag(1504) GF_PRA14_MultiCoinBrickA
GameFlag(1505) GF_PRA14_MultiCoinBrickB
GameFlag(1506) GF_PRA15_Item_StarPiece
GameFlag(1507) GF_Unused_PRA_11
GameFlag(1508) GF_Unused_PRA_12
GameFlag(1509) GF_PRA21_ItemBlock_MapleSyrup
GameFlag(1510) GF_PRA21_HiddenPanel
GameFlag(1511) GF_PRA22_HiddenItem_JamminJelly
GameFlag(1512) GF_PRA22_HiddenPanel
GameFlag(1513) GF_PRA27_Chest_PalaceKey
GameFlag(1514) GF_PRA28_Chest_PUpDDown
GameFlag(1515) GF_PRA33_Unused
GameFlag(1516) GF_PRA33_BombedWall
GameFlag(1517) GF_PRA35_Chest_TripleDip
GameFlag(1518) GF_Unused_PRA_1C
GameFlag(1519) GF_Unused_PRA_1D
GameFlag(1520) GF_PRA34_UnlockedDoor
GameFlag(1521) GF_Unused_PRA_1F
GameFlag(1522) GF_Unused_PRA_20
GameFlag(1523) GF_Unused_PRA_21
GameFlag(1524) GF_Unused_PRA_22
GameFlag(1525) GF_Unused_PRA_23
GameFlag(1526) GF_Unused_PRA_24
GameFlag(1527) GF_Unused_PRA_25
GameFlag(1528) GF_Unused_PRA_26
GameFlag(1529) GF_Unused_PRA_27
GameFlag(1530) GF_Unused_PRA_28
GameFlag(1531) GF_Unused_PRA_29
GameFlag(1532) GF_Unused_PRA_2A
GameFlag(1533) GF_Unused_PRA_2B
GameFlag(1534) GF_Unused_PRA_2C
GameFlag(1535) GF_Unused_PRA_2D
GameFlag(1536) GF_Unused_PRA_2E
GameFlag(1537) GF_Unused_PRA_2F
GameFlag(1538) GF_Unused_PRA_30
GameFlag(1539) GF_Unused_PRA_31
GameFlag(1540) GF_Unused_PRA_32
GameFlag(1541) GF_Unused_PRA_33
GameFlag(1542) GF_Unused_PRA_34
GameFlag(1543) GF_Unused_PRA_35
GameFlag(1544) GF_Unused_PRA_36
GameFlag(1545) GF_KPA01_ItemBlock_POWBlock
GameFlag(1546) GF_KPA03_ItemBlock_ShootingStar
GameFlag(1547) GF_KPA10_ItemBlock_LifeShroom
GameFlag(1548) GF_KPA11_Defeated_Guard
GameFlag(1549) GF_KPA11_Item_CastleKey2
GameFlag(1550) GF_KPA13_BlueSwitchA
GameFlag(1551) GF_KPA13_BlueSwitchB
GameFlag(1552) GF_KPA14_UnlockedDoor
GameFlag(1553) GF_KPA14_Item_Mystery
GameFlag(1554) GF_KPA14_Item_ThunderRage
GameFlag(1555) GF_KPA15_Chest_CastleKey2
GameFlag(1556) GF_KPA16_ShutOffLava
GameFlag(1557) GF_KPA16_Defeated_SwitchGuards
GameFlag(1558) GF_KPA17_BombedWall
GameFlag(1559) GF_KPA17_Crate_TastyTonic
GameFlag(1560) GF_KPA17_Crate_LifeShroom
GameFlag(1561) GF_KPA52_UnlockedDoor
GameFlag(1562) GF_KPA53_Met_PeachImposter
GameFlag(1563) GF_KPA53_Defeated_PeachImposter
GameFlag(1564) GF_KPA62_UnlockedFrontDoor
GameFlag(1565) GF_KPA62_BadgeBlock_DeepFocus3
GameFlag(1566) GF_Unused_KPA_15
GameFlag(1567) GF_KPA61_ItemBlock_SuperShroomA
GameFlag(1568) GF_KPA61_ItemBlock_MapleSyrup
GameFlag(1569) GF_KPA61_ItemBlock_SuperShroomB
GameFlag(1570) GF_KPA61_Item_JamminJelly
GameFlag(1571) GF_KPA82_PassedThroughDoor
GameFlag(1572) GF_KPA82_SpokeToDoor
GameFlag(1573) GF_KPA91_UnlockedDoor
GameFlag(1574) GF_KPA91_Defeated_Guard
GameFlag(1575) GF_KPA91_Item_PrisonKey1
GameFlag(1576) GF_KPA95_UnlockedDoor
GameFlag(1577) GF_KPA95_Defeated_Guard
GameFlag(1578) GF_KPA95_Item_PrisonKey1
GameFlag(1579) GF_KPA100_Item_CastleKey2
GameFlag(1580) GF_KPA101_Item_UltraShroom
GameFlag(1581) GF_KPA111_ItemBlock_SuperShroom
GameFlag(1582) GF_KPA111_HiddenItem_MapleSyrup
GameFlag(1583) GF_KPA113_UnlockedDoor
GameFlag(1584) GF_KPA119_Item_CastleKey2
GameFlag(1585) GF_KPA133_Item_BombedWall
GameFlag(1586) GF_KPA133_Item_CastleKey2
GameFlag(1587) GF_KPA133_BlueSwitch
GameFlag(1588) GF_Unused_KPA_2B
GameFlag(1589) GF_KPA134_UnlockedDoor
GameFlag(1590) GF_KPA134_BlueSwitch
GameFlag(1591) GF_KPA134_HiddenItem_MapleSyrup
GameFlag(1592) GF_Unused_KPA_2F
GameFlag(1593) GF_Unused_KPA_30
GameFlag(1594) GF_Unused_KPA_31
GameFlag(1595) GF_Unused_KPA_32
GameFlag(1596) GF_Unused_KPA_33
GameFlag(1597) GF_Unused_KPA_34
GameFlag(1598) GF_Unused_KPA_35
GameFlag(1599) GF_Unused_KPA_36
GameFlag(1600) GF_Unused_KPA_37
GameFlag(1601) GF_Unused_KPA_38
GameFlag(1602) GF_Unused_KPA_39
GameFlag(1603) GF_Unused_KPA_3A
GameFlag(1604) GF_Unused_KPA_3B
GameFlag(1605) GF_Unused_KPA_3C
GameFlag(1606) GF_Unused_KPA_3D
GameFlag(1607) GF_Unused_KPA_3E
GameFlag(1608) GF_Unused_KPA_3F
GameFlag(1609) GF_Unused_KPA_40
GameFlag(1610) GF_Unused_KPA_41
GameFlag(1611) GF_Unused_KPA_42
GameFlag(1612) GF_Unused_KPA_43
GameFlag(1613) GF_Unused_KPA_44
GameFlag(1614) GF_Unused_KPA_45
GameFlag(1615) GF_Unused_KPA_46
GameFlag(1616) GF_Unused_KPA_47
GameFlag(1617) GF_Unused_KPA_48
GameFlag(1618) GF_Unused_KPA_49
GameFlag(1619) GF_Unused_KPA_4A
GameFlag(1620) GF_Unused_KPA_4B
GameFlag(1621) GF_Unused_KPA_4C
GameFlag(1622) GF_Unused_END_00
GameFlag(1623) GF_Unused_END_01
GameFlag(1624) GF_Unused_END_02
GameFlag(1625) GF_Unused_END_03
GameFlag(1626) GF_Unused_END_04
GameFlag(1627) GF_Unused_END_05
GameFlag(1628) GF_Unused_END_06
GameFlag(1629) GF_Unused_END_07
GameFlag(1630) GF_Unused_END_08
GameFlag(1631) GF_Unused_END_09
GameFlag(1632) GF_Unused_END_0A
GameFlag(1633) GF_Unused_END_0B
GameFlag(1634) GF_Unused_END_0C
GameFlag(1635) GF_Unused_END_0D
GameFlag(1636) GF_Unused_END_0E
GameFlag(1637) GF_Unused_END_0F
GameFlag(1638) GF_Unused_END_10
GameFlag(1639) GF_Unused_END_11
GameFlag(1640) GF_Unused_END_12
GameFlag(1641) GF_Unused_END_13
GameFlag(1642) GF_Unused_END_14
GameFlag(1643) GF_OSR02_HiddenItem_UltraShroom
GameFlag(1644) GF_Unused_OSR_01
GameFlag(1645) GF_Unused_OSR_02
GameFlag(1646) GF_Unused_OSR_03
GameFlag(1647) GF_Unused_OSR_04
GameFlag(1648) GF_Unused_OSR_05
GameFlag(1649) GF_Unused_OSR_06
GameFlag(1650) GF_Unused_OSR_07
GameFlag(1651) GF_Unused_OSR_08
GameFlag(1652) GF_Unused_OSR_09
GameFlag(1653) GF_Unused_OSR_0A
GameFlag(1654) GF_Unused_OSR_0B
GameFlag(1655) GF_Unused_OSR_0C
GameFlag(1656) GF_Unused_OSR_0D
GameFlag(1657) GF_Unused_OSR_0E
GameFlag(1658) GF_Unused_OSR_0F
GameFlag(1659) GF_Unused_OSR_10
GameFlag(1660) GF_Unused_OSR_11
GameFlag(1661) GF_Unused_OSR_12
GameFlag(1662) GF_Unused_OSR_13
GameFlag(1663) GF_Unused_OSR_14
GameFlag(1664) GF_MAC01_RowfBadge_00
GameFlag(1665) GF_MAC01_RowfBadge_01
GameFlag(1666) GF_MAC01_RowfBadge_02
GameFlag(1667) GF_MAC01_RowfBadge_03
GameFlag(1668) GF_MAC01_RowfBadge_04
GameFlag(1669) GF_MAC01_RowfBadge_05
GameFlag(1670) GF_MAC01_RowfBadge_06
GameFlag(1671) GF_MAC01_RowfBadge_07
GameFlag(1672) GF_MAC01_RowfBadge_08
GameFlag(1673) GF_MAC01_RowfBadge_09
GameFlag(1674) GF_MAC01_RowfBadge_0A
GameFlag(1675) GF_MAC01_RowfBadge_0B
GameFlag(1676) GF_MAC01_RowfBadge_0C
GameFlag(1677) GF_MAC01_RowfBadge_0D
GameFlag(1678) GF_MAC01_RowfBadge_0E
GameFlag(1679) GF_MAC01_RowfBadge_0F
GameFlag(1680) GF_Unused_BAT_10
GameFlag(1681) GF_Unused_BAT_11
GameFlag(1682) GF_Unused_BAT_12
GameFlag(1683) GF_Unused_BAT_13
GameFlag(1684) GF_ISK02_Item_SpikeShield
GameFlag(1685) GF_Unused_BAT_15
