EVT_SAVE_FLAG(0) GF_Unused_EVT_00
EVT_SAVE_FLAG(844) GF_SBK46_Tree2_Coin
EVT_SAVE_FLAG(845) GF_SBK55_Tree1_Coin
EVT_SAVE_FLAG(846) GF_SBK56_Tree3_Coin
EVT_SAVE_FLAG(847) GF_SBK56_Tree9_Coin
EVT_SAVE_FLAG(848) GF_SBK66_Tree3_Coin
EVT_SAVE_FLAG(849) GF_SBK30_KooperMetKolorado
EVT_SAVE_FLAG(850) GF_Unused_SBK_44
EVT_SAVE_FLAG(851) GF_Unused_SBK_45
EVT_SAVE_FLAG(852) GF_Unused_SBK_46
EVT_SAVE_FLAG(853) GF_Unused_SBK_47
EVT_SAVE_FLAG(854) GF_Unused_SBK_48
EVT_SAVE_FLAG(855) GF_Unused_SBK_49
EVT_SAVE_FLAG(856) GF_Unused_SBK_4A
EVT_SAVE_FLAG(857) GF_Unused_SBK_4B
EVT_SAVE_FLAG(858) GF_Unused_SBK_4C
EVT_SAVE_FLAG(859) GF_Unused_SBK_4D
EVT_SAVE_FLAG(860) GF_Unused_SBK_4E
EVT_SAVE_FLAG(861) GF_Unused_SBK_4F
EVT_SAVE_FLAG(862) GF_Unused_SBK_50
EVT_SAVE_FLAG(863) GF_Unused_SBK_51
EVT_SAVE_FLAG(864) GF_Unused_SBK_52
EVT_SAVE_FLAG(865) GF_Unused_SBK_53
EVT_SAVE_FLAG(866) GF_Unused_SBK_54
EVT_SAVE_FLAG(867) GF_Unused_SBK_55
EVT_SAVE_FLAG(868) GF_Unused_SBK_56
EVT_SAVE_FLAG(869) GF_Unused_SBK_57
EVT_SAVE_FLAG(870) GF_ISK02_UnlockedDoor
EVT_SAVE_FLAG(871) GF_ISK03_Item_RuinsKey
EVT_SAVE_FLAG(872) GF_ISK04_BombedWall
EVT_SAVE_FLAG(873) GF_ISK04_UnlockedDoor
EVT_SAVE_FLAG(874) GF_ISK06_Item_RuinsKey
EVT_SAVE_FLAG(875) GF_ISK07_Item_RuinsKey
EVT_SAVE_FLAG(876) GF_ISK07_Defeated_Mummies
EVT_SAVE_FLAG(877) GF_ISK07_UnlockedDoor
EVT_SAVE_FLAG(878) GF_ISK_BombedWallFrom08
EVT_SAVE_FLAG(879) GF_ISK10_BombedWall
EVT_SAVE_FLAG(880) GF_ISK_BombedWallFrom10
EVT_SAVE_FLAG(881) GF_ISK13_Item_LunarStone
EVT_SAVE_FLAG(882) GF_ISK05_Item_PyramidStone
EVT_SAVE_FLAG(883) GF_ISK14_Item_DiamondStone
EVT_SAVE_FLAG(884) GF_ISK07_Item_Artifact
EVT_SAVE_FLAG(885) GF_ISK06_Item_StarPiece
EVT_SAVE_FLAG(886) GF_ISK07_OpenedSarcophagi
EVT_SAVE_FLAG(887) GF_ISK12_Item_RuinsKey
EVT_SAVE_FLAG(888) GF_ISK11_UnlockedDoor
EVT_SAVE_FLAG(889) GF_ISK01_FirstWarning
EVT_SAVE_FLAG(890) GF_ISK04_SecondWarning
EVT_SAVE_FLAG(891) GF_ISK09_ThirdWarning
EVT_SAVE_FLAG(892) GF_ISK11_FourthWarning
EVT_SAVE_FLAG(893) GF_ISK19_FinalWarning
EVT_SAVE_FLAG(894) GF_ISK05_Hammer2Block
EVT_SAVE_FLAG(895) GF_ISK07_Hammer2Block
EVT_SAVE_FLAG(896) GF_ISK09_Hammer2Block
EVT_SAVE_FLAG(897) GF_ISK12_Hammer2Block
EVT_SAVE_FLAG(898) GF_ISK13_Hammer2Block
EVT_SAVE_FLAG(899) GF_ISK14_Hammer2Block
EVT_SAVE_FLAG(900) GF_ISK09_GiantChest
EVT_SAVE_FLAG(901) GF_ISK09_Chest_SlowGo
EVT_SAVE_FLAG(902) GF_ISK16_Defeated_Tutankoopa
EVT_SAVE_FLAG(903) GF_ISK10_SuperBlock
EVT_SAVE_FLAG(904) GF_ISK05_Defeated_StoneChomp
EVT_SAVE_FLAG(905) GF_ISK13_Defeated_StoneChomp
EVT_SAVE_FLAG(906) GF_ISK14_Defeated_StoneChomp
EVT_SAVE_FLAG(907) GF_Unused_ISK_25
EVT_SAVE_FLAG(908) GF_Unused_ISK_26
EVT_SAVE_FLAG(909) GF_Unused_ISK_27
EVT_SAVE_FLAG(910) GF_Unused_ISK_28
EVT_SAVE_FLAG(911) GF_Unused_ISK_29
EVT_SAVE_FLAG(912) GF_Unused_ISK_2A
EVT_SAVE_FLAG(913) GF_Unused_ISK_2B
EVT_SAVE_FLAG(914) GF_Unused_ISK_2C
EVT_SAVE_FLAG(915) GF_Unused_ISK_2D
EVT_SAVE_FLAG(916) GF_Unused_ISK_2E
EVT_SAVE_FLAG(917) GF_Unused_ISK_2F
EVT_SAVE_FLAG(918) GF_Unused_ISK_30
EVT_SAVE_FLAG(919) GF_Unused_ISK_31
EVT_SAVE_FLAG(920) GF_Unused_ISK_32
EVT_SAVE_FLAG(921) GF_Unused_ISK_33
EVT_SAVE_FLAG(922) GF_Unused_ISK_34
EVT_SAVE_FLAG(923) GF_Unused_ISK_35
EVT_SAVE_FLAG(924) GF_MIM_ChoosingPath
EVT_SAVE_FLAG(925) GF_MIM08_BadgeBlock_HPPlusA
EVT_SAVE_FLAG(926) GF_MIM09_BadgeBlock_FPPlusA
EVT_SAVE_FLAG(927) GF_MIM10_Defeated_JrTroopa
EVT_SAVE_FLAG(928) GF_MIM10_JrTroopaFreakout
EVT_SAVE_FLAG(929) GF_MIM10_JrTroopaEscaped
EVT_SAVE_FLAG(930) GF_MIM04_Gift_MagicalSeed3
EVT_SAVE_FLAG(931) GF_Unused_MIM_07
EVT_SAVE_FLAG(932) GF_Unused_MIM_08
EVT_SAVE_FLAG(933) GF_MIM12_HiddenPanel
EVT_SAVE_FLAG(934) GF_Unused_MIM_0A
EVT_SAVE_FLAG(935) GF_MIM11_ItemBlock_VoltShroom
EVT_SAVE_FLAG(936) GF_Unused_MIM_0C
EVT_SAVE_FLAG(937) GF_Unused_MIM_0D
EVT_SAVE_FLAG(938) GF_Unused_MIM_0E
EVT_SAVE_FLAG(939) GF_Unused_MIM_0F
EVT_SAVE_FLAG(940) GF_Unused_MIM_10
EVT_SAVE_FLAG(941) GF_Unused_MIM_11
EVT_SAVE_FLAG(942) GF_Unused_MIM_12
EVT_SAVE_FLAG(943) GF_Unused_MIM_13
EVT_SAVE_FLAG(944) GF_Unused_MIM_14
EVT_SAVE_FLAG(945) GF_Unused_MIM_15
EVT_SAVE_FLAG(946) GF_Unused_MIM_16
EVT_SAVE_FLAG(947) GF_Unused_MIM_17
EVT_SAVE_FLAG(948) GF_Unused_MIM_18
EVT_SAVE_FLAG(949) GF_Unused_MIM_19
EVT_SAVE_FLAG(950) GF_Unused_MIM_1A
EVT_SAVE_FLAG(951) GF_Unused_MIM_1B
EVT_SAVE_FLAG(952) GF_Unused_MIM_1C
EVT_SAVE_FLAG(953) GF_Unused_MIM_1D
EVT_SAVE_FLAG(954) GF_Unused_MIM_1E
EVT_SAVE_FLAG(955) GF_Unused_MIM_1F
EVT_SAVE_FLAG(956) GF_Unused_OBK_00
EVT_SAVE_FLAG(957) GF_OBK01_Visited
EVT_SAVE_FLAG(958) GF_Unused_OBK_02
EVT_SAVE_FLAG(959) GF_OBK01_Gift_OldPhoto
EVT_SAVE_FLAG(960) GF_OBK01_Portrait_Farewell
EVT_SAVE_FLAG(961) GF_OBK01_HiddenPanel
EVT_SAVE_FLAG(962) GF_OBK02_TriggeredChestTrap
EVT_SAVE_FLAG(963) GF_OBK02_Chest_Trap
EVT_SAVE_FLAG(964) GF_OBK02_HiddenPanel
EVT_SAVE_FLAG(965) GF_OBK03_Crate_SuperShroom
EVT_SAVE_FLAG(966) GF_Unused_OBK_0A
EVT_SAVE_FLAG(967) GF_OBK04_GiantChest
EVT_SAVE_FLAG(968) GF_OBK04_BoardedFloor
EVT_SAVE_FLAG(969) GF_OBK04_UnusedBoardedFloor
EVT_SAVE_FLAG(970) GF_OBK04_Crate_MapleSyrup
EVT_SAVE_FLAG(971) GF_OBK04_HeardAboutHiddenPanels
EVT_SAVE_FLAG(972) GF_OBK04_HiddenPanel
EVT_SAVE_FLAG(973) GF_OBK05_BoardedFloor
EVT_SAVE_FLAG(974) GF_OBK06_BombedWall
EVT_SAVE_FLAG(975) GF_OBK06_Item_BoosPortrait
EVT_SAVE_FLAG(976) GF_OBK06_Crate_StarPiece
EVT_SAVE_FLAG(977) GF_Unused_OBK_15
EVT_SAVE_FLAG(978) GF_OBK07_Chest_Weight
EVT_SAVE_FLAG(979) GF_OBK08_Item_Record
EVT_SAVE_FLAG(980) GF_OBK08_HiddenPanel
EVT_SAVE_FLAG(981) GF_OBK01_Met_Portrait
EVT_SAVE_FLAG(982) GF_Unused_OBK_1A
EVT_SAVE_FLAG(983) GF_Unused_OBK_1B
EVT_SAVE_FLAG(984) GF_Unused_OBK_1C
EVT_SAVE_FLAG(985) GF_Unused_OBK_1D
EVT_SAVE_FLAG(986) GF_Unused_OBK_1E
EVT_SAVE_FLAG(987) GF_Unused_OBK_1F
EVT_SAVE_FLAG(988) GF_Unused_OBK_20
EVT_SAVE_FLAG(989) GF_Unused_OBK_21
EVT_SAVE_FLAG(990) GF_Unused_OBK_22
EVT_SAVE_FLAG(991) GF_Unused_OBK_23
EVT_SAVE_FLAG(992) GF_Unused_OBK_24
EVT_SAVE_FLAG(993) GF_Unused_OBK_25
EVT_SAVE_FLAG(994) GF_Unused_OBK_26
EVT_SAVE_FLAG(995) GF_Unused_OBK_27
EVT_SAVE_FLAG(996) GF_Unused_OBK_28
EVT_SAVE_FLAG(997) GF_Unused_OBK_29
EVT_SAVE_FLAG(998) GF_Unused_OBK_2A
EVT_SAVE_FLAG(999) GF_Unused_OBK_2B
EVT_SAVE_FLAG(1000) GF_Unused_OBK_2C
EVT_SAVE_FLAG(1001) GF_Unused_ARN_00
EVT_SAVE_FLAG(1002) GF_ARN02_ItemBlock_CoinA
EVT_SAVE_FLAG(1003) GF_ARN02_ItemBlock_CoinB
EVT_SAVE_FLAG(1004) GF_ARN02_ItemBlock_RepelGel
EVT_SAVE_FLAG(1005) GF_ARN02_Item_DizzyDial
EVT_SAVE_FLAG(1006) GF_ARN02_Item_Letter07
EVT_SAVE_FLAG(1007) GF_ARN03_ItemBlock_Coin
EVT_SAVE_FLAG(1008) GF_ARN04_ItemBlock_SuperShroom
EVT_SAVE_FLAG(1009) GF_ARN04_ItemBlock_Coin
EVT_SAVE_FLAG(1010) GF_ARN04_MultiCoinBrick
EVT_SAVE_FLAG(1011) GF_Unused_ARN_0A
EVT_SAVE_FLAG(1012) GF_Unused_ARN_0B
EVT_SAVE_FLAG(1013) GF_Unused_ARN_0C
EVT_SAVE_FLAG(1014) GF_ARN05_GaveGiftAdvice
EVT_SAVE_FLAG(1015) GF_ARN03_RecievedPackage
EVT_SAVE_FLAG(1016) GF_ARN10_Defeated_Goomba
EVT_SAVE_FLAG(1017) GF_ARN12_Defeated_Goomba
EVT_SAVE_FLAG(1018) GF_ARN13_Defeated_Goomba
EVT_SAVE_FLAG(1019) GF_ARN04_Item_StarPiece
EVT_SAVE_FLAG(1020) GF_ARN03_WaitingForPackage
EVT_SAVE_FLAG(1021) GF_Unused_ARN_14
EVT_SAVE_FLAG(1022) GF_Unused_ARN_15
EVT_SAVE_FLAG(1023) GF_Unused_ARN_16
EVT_SAVE_FLAG(1024) GF_Unused_ARN_17
EVT_SAVE_FLAG(1025) GF_Unused_ARN_18
EVT_SAVE_FLAG(1026) GF_Unused_ARN_19
EVT_SAVE_FLAG(1027) GF_Unused_ARN_1A
EVT_SAVE_FLAG(1028) GF_Unused_ARN_1B
EVT_SAVE_FLAG(1029) GF_Unused_ARN_1C
EVT_SAVE_FLAG(1030) GF_Unused_ARN_1D
EVT_SAVE_FLAG(1031) GF_Unused_ARN_1E
EVT_SAVE_FLAG(1032) GF_Unused_ARN_1F
EVT_SAVE_FLAG(1033) GF_Unused_ARN_20
EVT_SAVE_FLAG(1034) GF_Unused_ARN_21
EVT_SAVE_FLAG(1035) GF_Unused_ARN_22
EVT_SAVE_FLAG(1036) GF_Unused_ARN_23
EVT_SAVE_FLAG(1037) GF_Unused_ARN_24
EVT_SAVE_FLAG(1038) GF_Unused_ARN_25
EVT_SAVE_FLAG(1039) GF_Unused_ARN_26
EVT_SAVE_FLAG(1040) GF_DGB01_UnlockedEastWing
EVT_SAVE_FLAG(1041) GF_DGB01_Visited
EVT_SAVE_FLAG(1042) GF_DGB03_Item_StarPiece
EVT_SAVE_FLAG(1043) GF_DGB03_UnlockedThirdFloor
EVT_SAVE_FLAG(1044) GF_DGB03_PushedClock
EVT_SAVE_FLAG(1045) GF_DGB03_PushedClockLeft
EVT_SAVE_FLAG(1046) GF_DGB04_SuperBlock
EVT_SAVE_FLAG(1047) GF_DGB05_BoardedFloor
EVT_SAVE_FLAG(1048) GF_DGB06_Chest_CastleKey1
EVT_SAVE_FLAG(1049) GF_Unused_DGB_09
EVT_SAVE_FLAG(1050) GF_DGB07_Item_StarPiece
EVT_SAVE_FLAG(1051) GF_DGB09_BombedWall
EVT_SAVE_FLAG(1052) GF_DGB10_BoardedFloor1
EVT_SAVE_FLAG(1053) GF_DGB10_BoardedFloor2
EVT_SAVE_FLAG(1054) GF_DGB10_BoardedFloor3
EVT_SAVE_FLAG(1055) GF_DGB11_Item_DDownJump
EVT_SAVE_FLAG(1056) GF_Unused_DGB_10
EVT_SAVE_FLAG(1057) GF_DGB12_Chest_CastleKey1
EVT_SAVE_FLAG(1058) GF_DGB13_Item_MegaRush
EVT_SAVE_FLAG(1059) GF_DGB13_Item_CoinA
EVT_SAVE_FLAG(1060) GF_DGB13_Item_CoinB
EVT_SAVE_FLAG(1061) GF_DGB13_Item_CoinC
EVT_SAVE_FLAG(1062) GF_DGB13_Item_CoinD
EVT_SAVE_FLAG(1063) GF_DGB13_Item_CoinE
EVT_SAVE_FLAG(1064) GF_DGB13_Item_CoinF
EVT_SAVE_FLAG(1065) GF_DGB14_ItemBlock_MapleSyrup
EVT_SAVE_FLAG(1066) GF_DGB15_UnlockedUpperFoyer
EVT_SAVE_FLAG(1067) GF_DGB15_CloseCallWithTubba
EVT_SAVE_FLAG(1068) GF_DGB16_EscapedFromTubba
EVT_SAVE_FLAG(1069) GF_DGB16_Item_CastleKey1
EVT_SAVE_FLAG(1070) GF_Unused_DGB_1E
EVT_SAVE_FLAG(1071) GF_DGB18_Chest_MysticalKey
EVT_SAVE_FLAG(1072) GF_Unused_DGB_20
EVT_SAVE_FLAG(1073) GF_Unused_DGB_21
EVT_SAVE_FLAG(1074) GF_Unused_DGB_22
EVT_SAVE_FLAG(1075) GF_Unused_DGB_23
EVT_SAVE_FLAG(1076) GF_Unused_DGB_24
EVT_SAVE_FLAG(1077) GF_Unused_DGB_25
EVT_SAVE_FLAG(1078) GF_Unused_DGB_26
EVT_SAVE_FLAG(1079) GF_Unused_DGB_27
EVT_SAVE_FLAG(1080) GF_Unused_DGB_28
EVT_SAVE_FLAG(1081) GF_Unused_DGB_29
EVT_SAVE_FLAG(1082) GF_Unused_DGB_2A
EVT_SAVE_FLAG(1083) GF_Unused_DGB_2B
EVT_SAVE_FLAG(1084) GF_Unused_DGB_2C
EVT_SAVE_FLAG(1085) GF_Unused_DGB_2D
EVT_SAVE_FLAG(1086) GF_Unused_DGB_2E
EVT_SAVE_FLAG(1087) GF_Unused_DGB_2F
EVT_SAVE_FLAG(1088) GF_Unused_DGB_30
EVT_SAVE_FLAG(1089) GF_Unused_DGB_31
EVT_SAVE_FLAG(1090) GF_Unused_DGB_32
EVT_SAVE_FLAG(1091) GF_Unused_DGB_33
EVT_SAVE_FLAG(1092) GF_Unused_DGB_34
EVT_SAVE_FLAG(1093) GF_Unused_DGB_35
EVT_SAVE_FLAG(1094) GF_Unused_DGB_36
EVT_SAVE_FLAG(1095) GF_Unused_DGB_37
EVT_SAVE_FLAG(1096) GF_Unused_DGB_38
EVT_SAVE_FLAG(1097) GF_Unused_DGB_39
EVT_SAVE_FLAG(1098) GF_Unused_OMO_00
EVT_SAVE_FLAG(1099) GF_OMO01_Met_GourmetGuy
EVT_SAVE_FLAG(1100) GF_OMO03_LearnedAboutTrainSwitches
EVT_SAVE_FLAG(1101) GF_OMO03_BlueSwitchActivated
EVT_SAVE_FLAG(1102) GF_OMO04_Item_Mushroom
EVT_SAVE_FLAG(1103) GF_OMO07_Item_ThunderRage
EVT_SAVE_FLAG(1104) GF_OMO09_Item_SuperSoda
EVT_SAVE_FLAG(1105) GF_OMO13_Defeated_AntiGuy
EVT_SAVE_FLAG(1106) GF_OMO05_Item_Cookbook
EVT_SAVE_FLAG(1107) GF_OMO01_Visited
EVT_SAVE_FLAG(1108) GF_OMO01_Item_Calculator
EVT_SAVE_FLAG(1109) GF_OMO09_Defeated_CalculatorThief
EVT_SAVE_FLAG(1110) GF_OMO01_HiddenItem_Mystery
EVT_SAVE_FLAG(1111) GF_OMO01_HiddenItem_FrightJar
EVT_SAVE_FLAG(1112) GF_OMO02_ShyGuyFledBehindWall
EVT_SAVE_FLAG(1113) GF_OMO02_BombedWall
EVT_SAVE_FLAG(1114) GF_OMO02_ItemBlock_SleepySheep
EVT_SAVE_FLAG(1115) GF_OMO02_HiddenItem_Coin
EVT_SAVE_FLAG(1116) GF_OMO02_Item_ShootingStar
EVT_SAVE_FLAG(1117) GF_OMO03_HiddenItem_StoneCap
EVT_SAVE_FLAG(1118) GF_OMO04_SpawnedPeachChoice1
EVT_SAVE_FLAG(1119) GF_OMO04_Chest_StoreroomKey
EVT_SAVE_FLAG(1120) GF_OMO04_ItemBlock_CoinA
EVT_SAVE_FLAG(1121) GF_OMO04_ItemBlock_CoinB
EVT_SAVE_FLAG(1122) GF_OMO04_ItemBlock_ThunderBolt
EVT_SAVE_FLAG(1123) GF_OMO04_Item_CoinA
EVT_SAVE_FLAG(1124) GF_OMO04_Item_CoinB
EVT_SAVE_FLAG(1125) GF_OMO04_Item_CoinC
EVT_SAVE_FLAG(1126) GF_OMO04_Item_CoinD
EVT_SAVE_FLAG(1127) GF_OMO04_Item_CoinE
EVT_SAVE_FLAG(1128) GF_OMO04_Item_CoinF
EVT_SAVE_FLAG(1129) GF_OMO04_Item_CoinG
EVT_SAVE_FLAG(1130) GF_OMO04_Item_CoinH
EVT_SAVE_FLAG(1131) GF_Unused_OMO_21
EVT_SAVE_FLAG(1132) GF_OMO04_Item_StarPieceA
EVT_SAVE_FLAG(1133) GF_OMO04_Item_StarPieceB
EVT_SAVE_FLAG(1134) GF_OMO05_ItemBlock_CoinA
EVT_SAVE_FLAG(1135) GF_OMO05_ItemBlock_CoinB
EVT_SAVE_FLAG(1136) GF_OMO05_HiddenItem_DizzyDial
EVT_SAVE_FLAG(1137) GF_OMO05_HiddenItem_SuperSoda
EVT_SAVE_FLAG(1138) GF_OMO06_Chest_Mailbag
EVT_SAVE_FLAG(1139) GF_OMO06_HiddenItem_ThunderRage
EVT_SAVE_FLAG(1140) GF_OMO07_SpawnedPeachChoice2
EVT_SAVE_FLAG(1141) GF_OMO07_ItemBlock_Coin
EVT_SAVE_FLAG(1142) GF_OMO07_Chest_FryingPan
EVT_SAVE_FLAG(1143) GF_OMO07_Chest_DefendPlusA
EVT_SAVE_FLAG(1144) GF_OMO07_Chest_IcePower
EVT_SAVE_FLAG(1145) GF_OMO08_HiddenItem_FireFlower
EVT_SAVE_FLAG(1146) GF_OMO09_SpawnedPeachChoice3
EVT_SAVE_FLAG(1147) GF_OMO09_Chest_Dictionary
EVT_SAVE_FLAG(1148) GF_OMO09_Defeated_MysteryNoteThief
EVT_SAVE_FLAG(1149) GF_OMO09_Item_MysteryNote
EVT_SAVE_FLAG(1150) GF_OMO09_Item_CoinA
EVT_SAVE_FLAG(1151) GF_OMO09_Item_CoinB
EVT_SAVE_FLAG(1152) GF_OMO09_Item_CoinC
EVT_SAVE_FLAG(1153) GF_OMO09_Item_CoinD
EVT_SAVE_FLAG(1154) GF_OMO09_Item_CoinE
EVT_SAVE_FLAG(1155) GF_OMO09_Item_CoinF
EVT_SAVE_FLAG(1156) GF_Unused_OMO_3A
EVT_SAVE_FLAG(1157) GF_Unused_OMO_3B
EVT_SAVE_FLAG(1158) GF_Unused_OMO_3C
EVT_SAVE_FLAG(1159) GF_Unused_OMO_3D
EVT_SAVE_FLAG(1160) GF_OMO09_Item_CoinG
EVT_SAVE_FLAG(1161) GF_OMO09_Item_CoinH
EVT_SAVE_FLAG(1162) GF_Unused_OMO_40
EVT_SAVE_FLAG(1163) GF_Unused_OMO_41
EVT_SAVE_FLAG(1164) GF_Unused_OMO_42
EVT_SAVE_FLAG(1165) GF_OMO09_Item_CoinI
EVT_SAVE_FLAG(1166) GF_OMO09_Item_CoinJ
EVT_SAVE_FLAG(1167) GF_Unused_OMO_45
EVT_SAVE_FLAG(1168) GF_Unused_OMO_46
EVT_SAVE_FLAG(1169) GF_Unused_OMO_47
EVT_SAVE_FLAG(1170) GF_OMO09_Item_CoinK
EVT_SAVE_FLAG(1171) GF_OMO09_Item_CoinL
EVT_SAVE_FLAG(1172) GF_Unused_OMO_4A
EVT_SAVE_FLAG(1173) GF_Unused_OMO_4B
EVT_SAVE_FLAG(1174) GF_OMO09_Item_StarPiece
EVT_SAVE_FLAG(1175) GF_OMO09_MultiCoinBrick
EVT_SAVE_FLAG(1176) GF_OMO10_HiddenItem_SuperShroom
EVT_SAVE_FLAG(1177) GF_OMO11_MultiCoinBrick
EVT_SAVE_FLAG(1178) GF_OMO11_HiddenBadge_DeepFocus2
EVT_SAVE_FLAG(1179) GF_OMO11_ItemBlock_CoinA
EVT_SAVE_FLAG(1180) GF_OMO11_ItemBlock_CoinB
EVT_SAVE_FLAG(1181) GF_OMO11_HiddenItem_VoltShroom
EVT_SAVE_FLAG(1182) GF_OMO11_HiddenItem_SnowmanDoll
EVT_SAVE_FLAG(1183) GF_OMO13_Chest_PowerPlusB
EVT_SAVE_FLAG(1184) GF_OMO13_ItemBlock_Coin
EVT_SAVE_FLAG(1185) GF_OMO13_HiddenItem_MapleSyrup
EVT_SAVE_FLAG(1186) GF_OMO17_ItemBlock_CoinA
EVT_SAVE_FLAG(1187) GF_OMO17_ItemBlock_CoinB
EVT_SAVE_FLAG(1188) GF_OMO17_ItemBlock_CoinC
EVT_SAVE_FLAG(1189) GF_OMO17_MultiCoinBrick
EVT_SAVE_FLAG(1190) GF_OMO03_HiddenPanel
EVT_SAVE_FLAG(1191) GF_OMO06_HiddenPanel
EVT_SAVE_FLAG(1192) GF_OMO08_HiddenPanel
EVT_SAVE_FLAG(1193) GF_OMO10_HiddenPanel
EVT_SAVE_FLAG(1194) GF_OMO11_SuperBlock
EVT_SAVE_FLAG(1195) GF_Unused_OMO_61
EVT_SAVE_FLAG(1196) GF_Unused_OMO_62
EVT_SAVE_FLAG(1197) GF_Unused_OMO_63
EVT_SAVE_FLAG(1198) GF_Unused_OMO_64
EVT_SAVE_FLAG(1199) GF_Unused_OMO_65
EVT_SAVE_FLAG(1200) GF_Unused_OMO_66
EVT_SAVE_FLAG(1201) GF_Unused_OMO_67
EVT_SAVE_FLAG(1202) GF_Unused_OMO_68
EVT_SAVE_FLAG(1203) GF_Unused_OMO_69
EVT_SAVE_FLAG(1204) GF_Unused_OMO_6A
EVT_SAVE_FLAG(1205) GF_Unused_OMO_6B
EVT_SAVE_FLAG(1206) GF_Unused_OMO_6C
EVT_SAVE_FLAG(1207) GF_Unused_OMO_6D
EVT_SAVE_FLAG(1208) GF_Unused_OMO_6E
EVT_SAVE_FLAG(1209) GF_Unused_OMO_6F
EVT_SAVE_FLAG(1210) GF_Unused_OMO_70
EVT_SAVE_FLAG(1211) GF_Unused_OMO_71
EVT_SAVE_FLAG(1212) GF_Unused_OMO_72
EVT_SAVE_FLAG(1213) GF_Unused_OMO_73
EVT_SAVE_FLAG(1214) GF_Unused_OMO_74
EVT_SAVE_FLAG(1215) GF_Unused_JAN_00
EVT_SAVE_FLAG(1216) GF_JAN00_Item_CoinA
EVT_SAVE_FLAG(1217) GF_JAN00_Item_CoinB
EVT_SAVE_FLAG(1218) GF_MAC01_Defeated_JrTroopa4
EVT_SAVE_FLAG(1219) GF_JAN00_Item_StopWatch
EVT_SAVE_FLAG(1220) GF_JAN01_SavedKolorado
EVT_SAVE_FLAG(1221) GF_JAN01_Item_CoinA
EVT_SAVE_FLAG(1222) GF_JAN01_Item_Letter11
EVT_SAVE_FLAG(1223) GF_JAN02_Met_VillageLeader
EVT_SAVE_FLAG(1224) GF_JAN03_AgreedToRescueChildren
EVT_SAVE_FLAG(1225) GF_JAN04_SushieTreeHitCounterA
EVT_SAVE_FLAG(1226) GF_JAN04_SushieTreeHitCounterB
EVT_SAVE_FLAG(1227) GF_JAN04_Tree2_Letter04
EVT_SAVE_FLAG(1228) GF_JAN04_Chest_VolcanoVase
EVT_SAVE_FLAG(1229) GF_JAN04_Item_StarPiece
EVT_SAVE_FLAG(1230) GF_JAN05_SavedYoshi
EVT_SAVE_FLAG(1231) GF_JAN07_SavedYoshi
EVT_SAVE_FLAG(1232) GF_JAN08_SavedYoshi
EVT_SAVE_FLAG(1233) GF_JAN10_SavedYoshi
EVT_SAVE_FLAG(1234) GF_JAN11_SavedYoshi
EVT_SAVE_FLAG(1235) GF_JAN05_CreateLogBridge
EVT_SAVE_FLAG(1236) GF_JAN06_CreateLogBridge
EVT_SAVE_FLAG(1237) GF_JAN10_CreateLogBridge
EVT_SAVE_FLAG(1238) GF_JAN05_BadgeBlock_PowerQuake
EVT_SAVE_FLAG(1239) GF_JAN05_Bush2_Coin
EVT_SAVE_FLAG(1240) GF_JAN06_Item_Coin
EVT_SAVE_FLAG(1241) GF_JAN22_Item_JamminJelly
EVT_SAVE_FLAG(1242) GF_JAN12_PullVine_Egg2
EVT_SAVE_FLAG(1243) GF_JAN14_PullVine_FireFlower
EVT_SAVE_FLAG(1244) GF_JAN14_PullVine_Mushroom
EVT_SAVE_FLAG(1245) GF_JAN18_Item_HappyHeartB
EVT_SAVE_FLAG(1246) GF_JAN01_HiddenItem_RepelGel
EVT_SAVE_FLAG(1247) GF_JAN01_HiddenItem_Mystery
EVT_SAVE_FLAG(1248) GF_Unused_JAN_21
EVT_SAVE_FLAG(1249) GF_JAN08_HiddenItem_ThunderRage
EVT_SAVE_FLAG(1250) GF_JAN12_HiddenItem_StoneCap
EVT_SAVE_FLAG(1251) GF_JAN13_HiddenItem_VoltShroom
EVT_SAVE_FLAG(1252) GF_JAN01_Tree7_StarPiece
EVT_SAVE_FLAG(1253) GF_JAN05_Tree2_Coin
EVT_SAVE_FLAG(1254) GF_JAN06_Tree1_Coin
EVT_SAVE_FLAG(1255) GF_JAN07_Tree1_Coin
EVT_SAVE_FLAG(1256) GF_JAN08_Tree2_Coin
EVT_SAVE_FLAG(1257) GF_JAN08_Tree3_Coin
EVT_SAVE_FLAG(1258) GF_JAN09_Tree2_Coin
EVT_SAVE_FLAG(1259) GF_JAN09_Tree3_FrightJar
EVT_SAVE_FLAG(1260) GF_JAN12_Tree1_Coin
EVT_SAVE_FLAG(1261) GF_JAN13_Tree1_Coin
EVT_SAVE_FLAG(1262) GF_JAN15_Tree2_Coin
EVT_SAVE_FLAG(1263) GF_JAN_30
EVT_SAVE_FLAG(1264) GF_JAN05_Bush1_Coin
EVT_SAVE_FLAG(1265) GF_JAN08_Bush1_Coin
EVT_SAVE_FLAG(1266) GF_JAN08_Bush2_Coin
EVT_SAVE_FLAG(1267) GF_JAN09_Bush1_Coin
EVT_SAVE_FLAG(1268) GF_JAN09_Bush6_Coin
EVT_SAVE_FLAG(1269) GF_JAN02_HiddenPanel
EVT_SAVE_FLAG(1270) GF_JAN15_HiddenPanel
